antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'BD0111EN', 'DV0101EN'})","frozenset({'DS0105EN', 'DS0101EN'})",0.023101629489937235,0.19050004419954622,0.020331791260276396,0.8801020408163267,4.619957147592216,0.015930929821361812,6.751574099442092,0.8020770629977745
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'BD0111EN', 'DS0105EN'})","frozenset({'DS0101EN', 'DV0101EN'})",0.03200047146182632,0.1218139493767864,0.020331791260276396,0.6353591160220995,5.215815752404932,0.016433687449592185,2.408358714587904,0.8349956920112285
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'DV0101EN', 'DS0105EN'})","frozenset({'BD0111EN', 'DS0101EN'})",0.02354362495211716,0.16339098918584435,0.020331791260276396,0.8635794743429287,5.285355567317579,0.016484975090329444,6.132574308628537,0.8303473572526308
"frozenset({'PY0101EN', 'BD0211EN', 'DS0101EN', 'BD0111EN', 'DV0101EN'})","frozenset({'DS0103EN', 'DS0105EN'})",0.029348498688746796,0.16368565282729763,0.020331791260276396,0.6927710843373495,4.23232624467266,0.015527863092907788,2.7221212084444826,0.7868151622861955
"frozenset({'PY0101EN', 'BD0211EN', 'DS0101EN', 'DV0101EN', 'DS0105EN'})","frozenset({'DS0103EN', 'BD0111EN'})",0.025458938621563485,0.09178772431269705,0.020331791260276396,0.7986111111111112,8.70063090779383,0.017994973220786453,4.5097437137576435,0.9081872905654028
"frozenset({'PY0101EN', 'BD0211EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})","frozenset({'DS0103EN', 'DS0101EN'})",0.023278427674809206,0.20172672893891622,0.020331791260276396,0.8734177215189873,4.3297074518244045,0.015635910190595993,6.306358841382561,0.7873661594399651
"frozenset({'PY0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DV0101EN'})","frozenset({'BD0211EN', 'DS0105EN'})",0.029996758699944014,0.06270442290125822,0.020331791260276396,0.6777996070726916,10.809438564485871,0.01845086181708811,2.909045419166217,0.9355517781678437
"frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})","frozenset({'BD0211EN', 'DS0101EN'})",0.02743318501930047,0.10985060553378319,0.020331791260276396,0.7411385606874329,6.746786302051881,0.01731823927418593,3.438709901444182,0.8758074728617634
"frozenset({'PY0101EN', 'DS0101EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})","frozenset({'BD0211EN', 'DS0103EN'})",0.029525296873618764,0.06833249845301588,0.020331791260276396,0.6886227544910181,10.077529288124916,0.018314253957335005,2.9920860145835846,0.9281739394459441
"frozenset({'BD0211EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0105EN'})",0.0227480331201933,0.14924713439608686,0.020331791260276396,0.8937823834196892,5.988606662608883,0.01693671250394027,8.009526978612456,0.8524068283964454
"frozenset({'BD0211EN', 'DS0103EN', 'DS0101EN', 'DV0101EN', 'DS0105EN'})","frozenset({'PY0101EN', 'BD0111EN'})",0.0234846922238265,0.16630815923623185,0.020331791260276396,0.8657465495608533,5.205676940546895,0.016426095326302362,6.209835486810501,0.8273316540281458
"frozenset({'BD0211EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})","frozenset({'PY0101EN', 'DS0101EN'})",0.021245248548781567,0.26619913368889414,0.020331791260276396,0.957004160887656,3.595068652650474,0.014676324501585507,17.066787890655082,0.7375097735332719
"frozenset({'BD0211EN', 'DS0101EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})","frozenset({'PY0101EN', 'DS0103EN'})",0.022836432212629282,0.14921766803194153,0.020331791260276396,0.8903225806451615,5.966602965907355,0.016924192099338344,7.757133026767604,0.8518537456439141
"frozenset({'DS0103EN', 'DS0101EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})","frozenset({'PY0101EN', 'BD0211EN'})",0.027315319562719157,0.11491882016677962,0.020331791260276396,0.7443365695792881,6.477064144054435,0.017192746963650155,3.4618998046641156,0.869355794686722
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'DV0101EN'})","frozenset({'DS0105EN', 'BD0111EN', 'DS0101EN'})",0.02660812682323128,0.07440256946695348,0.020331791260276396,0.7641196013289038,10.270070063484754,0.01835207825592542,3.924011642118974,0.927303489685199
"frozenset({'PY0101EN', 'BD0211EN', 'DS0105EN', 'DV0101EN'})","frozenset({'DS0103EN', 'BD0111EN', 'DS0101EN'})",0.026549194094940626,0.08123876594866959,0.020331791260276396,0.7658157602663708,9.426728130634684,0.018174967495071713,3.923241098958526,0.9182987465584316
"frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN', 'DV0101EN'})","frozenset({'BD0211EN', 'DS0101EN', 'DS0105EN'})",0.03170580782037304,0.056634351887320626,0.020331791260276396,0.6412639405204462,11.322879474215599,0.018536153383305626,2.629692842925501,0.9415353824563631
"frozenset({'PY0101EN', 'BD0111EN', 'DS0105EN', 'DV0101EN'})","frozenset({'BD0211EN', 'DS0103EN', 'DS0101EN'})",0.031204879629902465,0.060229248313050654,0.020331791260276396,0.651558073654391,10.817967879456491,0.018452344816468146,2.697065653215392,0.9367937328251745
"frozenset({'BD0211EN', 'DS0103EN', 'DV0101EN', 'DS0101EN'})","frozenset({'PY0101EN', 'BD0111EN', 'DS0105EN'})",0.02604826590447005,0.056487020066593986,0.020331791260276396,0.7805429864253394,13.818094590671226,0.01886040234143062,4.299306568356345,0.9524405467371903
"frozenset({'BD0211EN', 'BD0111EN', 'DS0103EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0105EN', 'DS0101EN'})",0.023867754957715766,0.13516221233462003,0.020331791260276396,0.851851851851852,6.302440875582364,0.01710577269673094,5.83765506674132,0.8619030056921912
"frozenset({'DS0105EN', 'BD0211EN', 'DS0103EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0111EN', 'DS0101EN'})",0.024191884963314376,0.10481185726493208,0.020331791260276396,0.8404384896467723,8.018544004257102,0.017796194866531834,5.610301260957946,0.8969889330609487
"frozenset({'BD0211EN', 'BD0111EN', 'DS0101EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0103EN', 'DS0105EN'})",0.030703951439431887,0.11621534018917405,0.020331791260276396,0.6621880998080615,5.697940553546193,0.016763521098590937,2.6162034531900025,0.8506152426142909
"frozenset({'DS0105EN', 'BD0211EN', 'DS0101EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN'})",0.02604826590447005,0.05857913192091228,0.020331791260276396,0.7805429864253394,13.324591212432969,0.018805906455547444,4.289773440112957,0.9496885327342078
"frozenset({'BD0211EN', 'BD0111EN', 'DS0105EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0103EN', 'DS0101EN'})",0.02395615405015175,0.13684179509090375,0.020331791260276396,0.8487084870848709,6.20211454052525,0.017053588136579406,5.705265208057686,0.8593514225860139
"frozenset({'DS0103EN', 'BD0111EN', 'DS0101EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'DS0105EN'})",0.030939682352594512,0.04458260895188143,0.020331791260276396,0.6571428571428573,14.739892361438958,0.018952419500855248,2.78663405722368,0.9619183475431682
"frozenset({'DS0103EN', 'BD0111EN', 'DS0105EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'DS0101EN'})",0.028258243215369655,0.07133806759583936,0.020331791260276396,0.7194994786235663,10.085771914931007,0.018315902795638685,3.310731573143459,0.9270471486920133
"frozenset({'DS0105EN', 'BD0111EN', 'DS0101EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN'})",0.03032088870554262,0.04467100804431741,0.020331791260276396,0.6705539358600584,15.01094256021293,0.01897732659700025,2.8998039313345063,0.9625678439496674
"frozenset({'BD0211EN', 'DS0103EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0105EN', 'BD0111EN', 'DS0101EN'})",0.027639449568317764,0.05230279635795739,0.020331791260276396,0.7356076759061835,14.064404336466563,0.018886170758058637,3.5844353911945013,0.9553025541836797
"frozenset({'BD0211EN', 'DS0105EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN', 'DS0101EN'})",0.02752158411173645,0.05442437457642101,0.020331791260276396,0.7387580299785869,13.574028837781972,0.018833946257642772,3.619539484203374,0.9525454646854677
"frozenset({'DS0103EN', 'BD0111EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'DS0101EN', 'DS0105EN'})",0.03314965966349412,0.04116451071102337,0.020331791260276396,0.6133333333333334,14.89956573610117,0.018967201739991713,2.4797469550576987,0.964869029888323
"frozenset({'BD0111EN', 'DS0105EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'DS0101EN'})",0.032324601467424934,0.041753837993929926,0.020331791260276396,0.6289881494986327,15.06419959741362,0.018982115087387185,2.5827912523849115,0.9648043654786491
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'BD0101EN'})",frozenset({'DS0105EN'}),0.022011374016560097,0.21212835548221706,0.020007661254677785,0.9089692101740294,4.284996261380196,0.015338424682640888,8.655001741982113,0.7838818850364371
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})",frozenset({'BD0101EN'}),0.020773786722456316,0.3916374458555559,0.020007661254677785,0.9631205673758866,2.4592147088281893,0.011871868481946934,16.49598464122438,0.6059540886474559
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'BD0111EN', 'BD0101EN', 'DS0105EN'})",frozenset({'DV0101EN'}),0.030586085982850578,0.1976898370510063,0.020007661254677785,0.6541425818882466,3.308933790660519,0.013961102900699986,2.319771446075363,0.7198038303602569
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'DV0101EN', 'BD0101EN', 'DS0105EN'})",frozenset({'BD0111EN'}),0.021480979461944192,0.3123139935763326,0.020007661254677785,0.9314128943758573,2.9822963861150553,0.013298850772986814,10.026461973657062,0.6792795106951179
"frozenset({'PY0101EN', 'BD0211EN', 'BD0111EN', 'DV0101EN', 'BD0101EN', 'DS0105EN'})",frozenset({'DS0103EN'}),0.02227657129386805,0.22745086483778768,0.020007661254677785,0.8981481481481481,3.9487567954014384,0.014940835848266863,7.585027872501721,0.7637699130386691
"frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'BD0101EN', 'DS0105EN'})",frozenset({'BD0211EN'}),0.025311606800836845,0.22250051566137255,0.020007661254677785,0.7904540162980209,3.5525940870223724,0.014375815689273683,3.710400316927116,0.7371746221120054
"frozenset({'BD0211EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'BD0101EN', 'DS0105EN'})",frozenset({'PY0101EN'}),0.020479123081003036,0.44010961487462064,0.020007661254677785,0.976978417266187,2.219852473671839,0.010994602282527586,24.32023860388356,0.5610085773458157
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'BD0111EN', 'DV0101EN'})","frozenset({'DS0105EN', 'BD0101EN'})",0.023101629489937235,0.11167752011079353,0.020007661254677785,0.8660714285714286,7.755109781379571,0.01742772856272322,6.632807849839409,0.8916513596287875
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'BD0111EN', 'DS0105EN'})","frozenset({'DV0101EN', 'BD0101EN'})",0.03200047146182632,0.08448006600465569,0.020007661254677785,0.6252302025782689,7.400919911021525,0.017304259313402598,2.442886113805759,0.8934732262136502
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'DV0101EN', 'BD0101EN'})","frozenset({'BD0111EN', 'DS0105EN'})",0.023897221321861097,0.08117983322037894,0.020007661254677785,0.8372379778051787,10.313373957449855,0.018067688813338617,5.645175418623276,0.9251469619679472
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'DV0101EN', 'DS0105EN'})","frozenset({'BD0111EN', 'BD0101EN'})",0.02354362495211716,0.2541179243893096,0.020007661254677785,0.8498122653316645,3.3441649870780035,0.014024804149245415,4.9663314867745125,0.7178730245838553
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'BD0101EN', 'DS0105EN'})","frozenset({'BD0111EN', 'DV0101EN'})",0.032943395114476824,0.06688864660989481,0.020007661254677785,0.6073345259391771,9.079784936915354,0.017804122140735408,2.376351920478674,0.9201790550132581
"frozenset({'PY0101EN', 'BD0211EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})","frozenset({'DS0103EN', 'BD0101EN'})",0.023278427674809206,0.12431859032913929,0.020007661254677785,0.859493670886076,6.913637522839715,0.017113719941066682,6.232327149909731,0.8757442912952625
"frozenset({'PY0101EN', 'BD0211EN', 'DV0101EN', 'BD0101EN', 'DS0105EN'})","frozenset({'DS0103EN', 'BD0111EN'})",0.023867754957715766,0.09178772431269705,0.020007661254677785,0.8382716049382717,9.132720210847554,0.017816894342655962,5.615663689364243,0.912277617005968
"frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'BD0101EN'})","frozenset({'BD0211EN', 'DS0105EN'})",0.028906503226566873,0.06270442290125822,0.020007661254677785,0.6921508664627931,11.038310129298782,0.01819509565176255,3.0446588117015425,0.9364766893189669
"frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})","frozenset({'BD0211EN', 'BD0101EN'})",0.02743318501930047,0.17063971476559509,0.020007661254677785,0.7293233082706767,4.274053723498869,0.015326470387872557,3.064025498227107,0.787637486717504
"frozenset({'PY0101EN', 'BD0111EN', 'DV0101EN', 'BD0101EN', 'DS0105EN'})","frozenset({'BD0211EN', 'DS0103EN'})",0.02849397412853228,0.06833249845301588,0.020007661254677785,0.7021716649431231,10.275808448975752,0.01806059681161958,3.128203034708103,0.9291595027925149
"frozenset({'BD0211EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'BD0101EN'})","frozenset({'PY0101EN', 'DS0105EN'})",0.02271856675604797,0.14924713439608686,0.020007661254677785,0.8806744487678341,5.900779618525959,0.016616980268751424,7.12967890631106,0.8498379686349482
"frozenset({'BD0211EN', 'DS0103EN', 'BD0111EN', 'DV0101EN', 'DS0105EN'})","frozenset({'PY0101EN', 'BD0101EN'})",0.021245248548781567,0.21189262456905442,0.020007661254677785,0.9417475728155339,4.444456595555663,0.015505949780054564,13.529176611564546,0.7918230935780545
"frozenset({'BD0211EN', 'DS0103EN', 'DV0101EN', 'BD0101EN', 'DS0105EN'})","frozenset({'PY0101EN', 'BD0111EN'})",0.022011374016560097,0.16630815923623185,0.020007661254677785,0.9089692101740294,5.465571949978036,0.016346990159723452,9.158350074272569,0.8354253925162439
"frozenset({'BD0211EN', 'BD0111EN', 'DV0101EN', 'BD0101EN', 'DS0105EN'})","frozenset({'PY0101EN', 'DS0103EN'})",0.022924831305065268,0.14921766803194153,0.020007661254677785,0.8727506426735219,5.848842527727353,0.016586871387310295,6.685946002738885,0.8484771970069146
"frozenset({'DS0103EN', 'BD0111EN', 'DV0101EN', 'BD0101EN', 'DS0105EN'})","frozenset({'PY0101EN', 'BD0211EN'})",0.02604826590447005,0.11491882016677962,0.020007661254677785,0.7680995475113122,6.683844703561897,0.017014225269545536,3.8166427462076418,0.8731290090753071
"frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'DV0101EN'})","frozenset({'BD0111EN', 'DS0105EN', 'BD0101EN'})",0.02660812682323128,0.07263458761823378,0.020007661254677785,0.751937984496124,10.352340519206882,0.018074990935578718,3.7384418186639947,0.9280984477723359
"frozenset({'PY0101EN', 'BD0211EN', 'DS0105EN', 'DV0101EN'})","frozenset({'DS0103EN', 'BD0111EN', 'BD0101EN'})",0.026549194094940626,0.08194595868815747,0.020007661254677785,0.7536071032186459,9.196391320363604,0.017832062092169906,3.72597608658545,0.9155693231340791
"frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN', 'DV0101EN'})","frozenset({'BD0211EN', 'DS0105EN', 'BD0101EN'})",0.03170580782037304,0.05442437457642101,0.020007661254677785,0.6310408921933086,11.594821201063517,0.018282092493613785,2.5628195792336803,0.9436745637076491
"frozenset({'PY0101EN', 'BD0111EN', 'DS0105EN', 'DV0101EN'})","frozenset({'BD0211EN', 'DS0103EN', 'BD0101EN'})",0.031204879629902465,0.05949258920941745,0.020007661254677785,0.6411709159584514,10.77732410841108,0.01815120216952668,2.6210456527032293,0.9364338961525185
"frozenset({'BD0211EN', 'BD0111EN', 'DS0103EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0105EN', 'BD0101EN'})",0.023867754957715766,0.07564015676105726,0.020007661254677785,0.8382716049382717,11.08236207899888,0.018202300528141663,5.715507427660641,0.9320115520965795
"frozenset({'BD0211EN', 'DS0103EN', 'DV0101EN', 'BD0101EN'})","frozenset({'PY0101EN', 'BD0111EN', 'DS0105EN'})",0.024692813153784954,0.056487020066593986,0.020007661254677785,0.8102625298329356,14.344225078216136,0.018612837822559278,4.9727287873219765,0.9538384889959033
"frozenset({'DS0105EN', 'BD0211EN', 'DS0103EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0111EN', 'BD0101EN'})",0.024191884963314376,0.13893390694522204,0.020007661254677785,0.8270401948842875,5.952759935055793,0.01664658816035515,4.978417340830795,0.8526376066207936
"frozenset({'BD0211EN', 'BD0111EN', 'DS0105EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0103EN', 'BD0101EN'})",0.02395615405015175,0.07773226861537555,0.020007661254677785,0.8351783517835178,10.744294057800321,0.01814549505306007,5.595549743400745,0.9291870916957906
"frozenset({'BD0211EN', 'DS0105EN', 'DV0101EN', 'BD0101EN'})","frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN'})",0.02460441406134897,0.05857913192091228,0.020007661254677785,0.8131736526946108,13.88162688707093,0.018566356037541275,5.0390155438848625,0.951370241434317
"frozenset({'DS0103EN', 'BD0111EN', 'DV0101EN', 'BD0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'DS0105EN'})",0.03008515779238,0.04458260895188143,0.020007661254677785,0.6650342801175319,14.916899117216575,0.01866638642956446,2.8522840826319564,0.9619008782296026
"frozenset({'DS0103EN', 'BD0111EN', 'DS0105EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'BD0101EN'})",0.028258243215369655,0.09367357161799805,0.020007661254677785,0.708029197080292,7.55847337568854,0.017360610685044048,3.104168017208357,0.8929308073548564
"frozenset({'BD0111EN', 'DS0105EN', 'DV0101EN', 'BD0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN'})",0.029436897781182778,0.04467100804431741,0.020007661254677785,0.6796796796796797,15.215230401905865,0.01869268535709482,2.9824176967616465,0.9626127134382256
"frozenset({'BD0211EN', 'DS0103EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0111EN', 'DS0105EN', 'BD0101EN'})",0.027639449568317764,0.05062321360167369,0.020007661254677785,0.7238805970149254,14.29938057095199,0.018608463495348147,3.4382834966858304,0.9565041489854581
"frozenset({'BD0211EN', 'DS0105EN', 'DV0101EN'})","frozenset({'PY0101EN', 'DS0103EN', 'BD0111EN', 'BD0101EN'})",0.02752158411173645,0.05227332999381206,0.020007661254677785,0.7269807280513919,13.907297050665214,0.018569016406452532,3.471281214846195,0.9543608232696479
"frozenset({'DS0103EN', 'BD0111EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'DS0105EN', 'BD0101EN'})",0.03314965966349412,0.039308129769867695,0.020007661254677785,0.6035555555555556,15.354471430951193,0.01870461013079821,2.4232698520378904,0.9669256479139335
"frozenset({'BD0111EN', 'DS0105EN', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0211EN', 'DS0103EN', 'BD0101EN'})",0.032324601467424934,0.03942599522644901,0.020007661254677785,0.6189608021877849,15.69930698344309,0.018733231671526223,2.5209322565468555,0.967579543966462
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN'})",frozenset({'BD0101EN'}),0.027197454106137844,0.3916374458555559,0.022247104929722723,0.8179848320693391,2.0886277365087023,0.011595563469821197,3.3423728421150125,0.5357888305061831
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN'})",frozenset({'BD0111EN'}),0.027197454106137844,0.3123139935763326,0.021893508559978785,0.8049837486457204,2.5774821660335707,0.013399363052981849,3.5263010218280266,0.6291353535646732
"frozenset({'ML0101ENv3', 'BD0111EN', 'DV0101EN'})",frozenset({'BD0211EN'}),0.03562483425170168,0.22250051566137255,0.021893508559978785,0.6145574855252275,2.7620497134511512,0.013966964568624233,2.017160679324894,0.6615164496269755
"frozenset({'PY0101EN', 'BD0211EN', 'ML0101ENv3'})",frozenset({'DV0101EN'}),0.04057518342811681,0.1976898370510063,0.025252674072546187,0.6223674655047203,3.1482016212302417,0.017231372672327085,2.1245790276553156,0.7112160585322779
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN'})",frozenset({'PY0101EN'}),0.027197454106137844,0.44010961487462064,0.025252674072546187,0.9284940411700974,2.1096881544717188,0.01328281302032369,7.829982204101881,0.5407020139753305
"frozenset({'DA0101EN', 'BD0211EN', 'ML0101ENv3'})",frozenset({'DV0101EN'}),0.03023248961310664,0.1976898370510063,0.024280284055750362,0.8031189083820662,4.062519957335248,0.01830362811048907,4.075100134582511,0.7773485448988195
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN'})",frozenset({'DA0101EN'}),0.027197454106137844,0.2446592214986593,0.024280284055750362,0.8927410617551462,3.6489164654684325,0.01762617610739716,7.042217561179164,0.7462419223736207
"frozenset({'PY0101EN', 'BD0211EN', 'ML0101ENv3', 'DV0101EN'})",frozenset({'BD0101EN'}),0.025252674072546187,0.3916374458555559,0.020980051271473614,0.8308051341890316,2.121362865019424,0.011090158496678807,3.595632475184751,0.5422994392212275
"frozenset({'PY0101EN', 'BD0211EN', 'ML0101ENv3', 'BD0101EN'})",frozenset({'DV0101EN'}),0.03238353419571559,0.1976898370510063,0.020980051271473614,0.6478616924476798,3.2771623575192885,0.01457815567318691,2.2783950105450756,0.7181129990535766
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN', 'BD0101EN'})",frozenset({'PY0101EN'}),0.022247104929722723,0.44010961487462064,0.020980051271473614,0.9430463576158941,2.1427533635786418,0.011188886488778072,9.8306335062712,0.545445310473595
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0101EN'})",0.027197454106137844,0.21189262456905442,0.020980051271473614,0.7713976164680391,3.64051187735723,0.01521711133932766,3.4475028792548006,0.7455915450918676
"frozenset({'DA0101EN', 'BD0211EN', 'ML0101ENv3', 'DV0101EN'})",frozenset({'BD0101EN'}),0.024280284055750362,0.3916374458555559,0.020213925803695083,0.8325242718446603,2.1257524801438743,0.010704857371453635,3.6325416276450886,0.5427566300711258
"frozenset({'DA0101EN', 'BD0211EN', 'ML0101ENv3', 'BD0101EN'})",frozenset({'DV0101EN'}),0.02430975041989569,0.1976898370510063,0.020213925803695083,0.8315151515151515,4.206160336409256,0.015408135204435272,4.761912837646906,0.7812453554576148
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN', 'BD0101EN'})",frozenset({'DA0101EN'}),0.022247104929722723,0.2446592214986593,0.020213925803695083,0.9086092715231788,3.7137748822934022,0.014770966430990136,8.264960692297281,0.7473587668188503
"frozenset({'DA0101EN', 'BD0211EN', 'ML0101ENv3'})","frozenset({'DV0101EN', 'BD0101EN'})",0.03023248961310664,0.08448006600465569,0.020213925803695083,0.6686159844054581,7.914482268143716,0.01765988308569477,2.762716036115363,0.9008853544673403
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN'})","frozenset({'DA0101EN', 'BD0101EN'})",0.027197454106137844,0.10522438636296667,0.020213925803695083,0.7432286023835319,7.0632733349453725,0.01735209038474178,3.484716841295281,0.8824222200282202
"frozenset({'BD0211EN', 'ML0101ENv3', 'BD0111EN', 'DV0101EN'})",frozenset({'BD0101EN'}),0.021893508559978785,0.3916374458555559,0.02006659398296844,0.9165545087483176,2.3403137734851893,0.0114922762097216,7.29053835047293,0.5855260893619028
"frozenset({'BD0211EN', 'ML0101ENv3', 'BD0111EN', 'BD0101EN'})",frozenset({'DV0101EN'}),0.03320859239178478,0.1976898370510063,0.02006659398296844,0.6042590949423247,3.056601714869231,0.01350159276434322,2.027362227900259,0.6959508333702565
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN', 'BD0101EN'})",frozenset({'BD0111EN'}),0.022247104929722723,0.3123139935763326,0.02006659398296844,0.9019867549668873,2.888076658487712,0.013118511796855019,7.016255876349571,0.6686237456377946
"frozenset({'ML0101ENv3', 'BD0111EN', 'DV0101EN', 'BD0101EN'})",frozenset({'BD0211EN'}),0.029643162330200076,0.22250051566137255,0.02006659398296844,0.676938369781312,3.0424125884344306,0.013470975078665149,2.4066599422912587,0.6918212516706604
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN'})","frozenset({'BD0111EN', 'BD0101EN'})",0.027197454106137844,0.2541179243893096,0.02006659398296844,0.7378114842903575,2.9034216537989175,0.013155233396843186,2.8448312222672194,0.6739073540375832
"frozenset({'PY0101EN', 'BD0211EN', 'ML0101ENv3', 'BD0111EN'})",frozenset({'DV0101EN'}),0.032324601467424934,0.1976898370510063,0.02071485399416566,0.6408386508659982,3.241636800482841,0.014324608797331707,2.233843270951894,0.7146134627479586
"frozenset({'PY0101EN', 'BD0211EN', 'ML0101ENv3', 'DV0101EN'})",frozenset({'BD0111EN'}),0.025252674072546187,0.3123139935763326,0.02071485399416566,0.8203033838973163,2.6265341956149846,0.01282809050608725,3.8269279708122284,0.6353135035372675
"frozenset({'PY0101EN', 'ML0101ENv3', 'BD0111EN', 'DV0101EN'})",frozenset({'BD0211EN'}),0.03379791967469134,0.22250051566137255,0.02071485399416566,0.6129032258064516,2.754614855541458,0.013194799438265188,2.0085403345414545,0.6592542655816118
"frozenset({'BD0211EN', 'ML0101ENv3', 'BD0111EN', 'DV0101EN'})",frozenset({'PY0101EN'}),0.021893508559978785,0.44010961487462064,0.02071485399416566,0.9461641991924631,2.1498376023028,0.011079310373579189,10.39996390370394,0.5468204034542911
"frozenset({'BD0211EN', 'ML0101ENv3', 'DV0101EN'})","frozenset({'PY0101EN', 'BD0111EN'})",0.027197454106137844,0.16630815923623185,0.02071485399416566,0.761646803900325,4.579732031177414,0.01619169546586198,3.497716222840718,0.8034997609962615
"frozenset({'DA0101EN', 'PY0101EN', 'BD0211EN', 'ML0101ENv3'})",frozenset({'DV0101EN'}),0.02884757049827622,0.1976898370510063,0.0234846922238265,0.8140960163432073,4.118046878318591,0.017781820712704857,4.315723349049805,0.7796576655144454
"frozenset({'PY0101EN', 'BD0211EN', 'ML0101ENv3', 'DV0101EN'})",frozenset({'DA0101EN'}),0.025252674072546187,0.2446592214986593,0.0234846922238265,0.9299883313885647,3.8011578950179117,0.01730639264447797,10.788784119594146,0.7560136333499716
"frozenset({'DA0101EN', 'BD0211EN', 'ML0101ENv3', 'DV0101EN'})",frozenset({'PY0101EN'}),0.024280284055750362,0.44010961487462064,0.0234846922238265,0.9672330097087377,2.197709336534911,0.012798705759003817,17.087025086789275,0.5585423412874533
"frozenset({'DA0101EN', 'BD0211EN', 'ML0101ENv3'})","frozenset({'PY0101EN', 'DV0101EN'})",0.03023248961310664,0.18163066859180246,0.0234846922238265,0.7768031189083819,4.276827943931498,0.017993544922203217,3.6665804979249357,0.7900675587294534
